dataset,session,file_index,file_name,duration_frame,duration_sec,frame_start,frame_stop,sec_start,sec_stop,sample_start,sample_stop,target_ID,num_active_sources,vad_ID_1,vad_ID_2,vad_ID_3,vad_ID_4,vad_ID_5,vad_ID_6,vad_ID_7,sim_rec,rt60,target_azi_deg,target_ele_deg,target_doa_dev_deg,mean_quart_x,mean_quart_y,mean_quart_z,mean_quart_w,std_quart_x,std_quart_y,std_quart_z,std_quart_w,target_dB,array_dB
D4,1,2,vad_D4_S1_M01,121,6.05,756,876,37.75,43.8,1812001,2102400,6,2,0,0,0,1,0,1,0,rec,0.645,-24.6133880177185,-1.16049478906709,16.8213913140145,0.980928224210563,0.0402824372270097,0.0960418333680707,0.00993069102346269,0.00991192730597159,0.0303933740290926,0.0271366004327557,0.159058838206388,-41.8061326165406,-32.3864339544492
D4,1,2,vad_D4_S1_M01,67,3.35,1037,1103,51.8,55.15,2486401,2647200,6,1,0,0,0,0,0,1,0,rec,0.645,3.47259067359471,1.93771254748213,3.59389404834388,0.964342977597637,-0.0340478120662186,0.126658986947051,-0.225852214230804,0.00327466989555508,0.0251801615379679,0.0318338315358198,0.014185971740054,-46.8871653292457,-40.8185611685959
D4,1,3,vad_D4_S1_M02,85,4.25,101,185,5,9.25,240001,444000,4,2,0,0,0,1,0,1,0,rec,0.645,10.3936338215585,7.22029725669448,20.0436656264835,0.973042934004852,-0.00113572267538085,0.123300611970021,0.0521052734752547,0.0121353093254567,0.0334988876175137,0.0459940233655292,0.179716961917698,-38.7787628527374,-31.3533084301382
D4,1,3,vad_D4_S1_M02,183,9.15,226,408,11.25,20.4,540001,979200,4,2,0,0,0,1,0,1,0,rec,0.645,23.9833614111706,4.53723065191424,17.204413726179,0.978169938950798,-0.0121306504823878,0.10601858426174,-0.0668516275462055,0.00648523122056219,0.048207887678079,0.0259060238720625,0.156333959882199,-35.7996287872277,-29.1893957686827
D4,1,3,vad_D4_S1_M02,46,2.3,489,534,24.4,26.7,1171201,1281600,4,1,0,0,0,1,0,0,0,rec,0.645,42.9306340805099,9.03065153350602,1.69194759166339,0.964435152020222,-0.0557060429142297,0.135338527718093,-0.209257498785185,0.0023728023742089,0.0659351051189967,0.0183751455480943,0.00831979601398972,-39.2190292504504,-37.065081214981
D4,1,3,vad_D4_S1_M02,171,8.55,655,825,32.7,41.25,1569601,1980000,4,2,0,0,0,1,0,1,0,rec,0.645,19.7944988156266,4.32801099887001,21.1247860646124,0.97445779530498,-0.00586579693210283,0.108815353186309,-0.0329973805952442,0.0153955043344624,0.0343891388563573,0.0346483555582666,0.187261735177326,-39.6524321689779,-31.4488875788856
D4,1,3,vad_D4_S1_M02,119,5.95,846,964,42.25,48.2,2028001,2313600,4,2,0,0,0,1,0,1,0,rec,0.645,21.5355220161149,2.2924131637628,19.5571270337249,0.980221223009284,-0.011016149045882,0.0797161407359583,-0.0461670850192631,0.00929361260617799,0.0325577609537736,0.0465456063814079,0.165839865112171,-38.7691175019073,-28.3315764960718
D4,1,3,vad_D4_S1_M02,48,2.4,1045,1092,52.2,54.6,2505601,2620800,4,2,0,0,0,1,0,1,0,rec,0.645,-2.80415467937657,2.98964561638701,4.13198628801661,0.981382155771175,-0.0111268135419609,0.0888539003396748,0.163423506189719,0.00629698824422181,0.027198887077675,0.00868077934034796,0.0367868921223627,-37.1811800479367,-35.2809440011177
D4,1,3,vad_D4_S1_M02,68,3.4,1133,1200,56.6,60,2716801,2880000,4,2,0,0,0,1,0,1,0,rec,0.645,39.7792739216719,2.77840408042651,3.53776110386873,0.971438416638413,0.011515312795241,0.120421639654876,-0.200171387388679,0.00670904385037999,0.0223944878324143,0.00378802811670429,0.0326791067375477,-38.3280699934764,-29.2201239022349
D4,1,3,vad_D4_S1_M02,154,7.7,1,154,0,7.7,1,369600,6,2,0,0,0,1,0,1,0,rec,0.645,-7.67019066272662,-2.07964587186611,13.7327865571206,0.975861457179716,-0.0442902307721472,0.108326341001666,-0.115887112068285,0.0117852719181128,0.0274378123281669,0.0469596526520233,0.132683829675941,-37.5000522737731,-28.8994830289041
D4,1,3,vad_D4_S1_M02,138,6.9,275,412,13.7,20.6,657601,988800,6,2,0,0,0,1,0,1,0,rec,0.645,-19.1888722398431,-2.22266129546072,19.1311088208218,0.978112059698627,-0.00503453016154283,0.0978530094366761,-0.02630460918988,0.00718005437020256,0.0536238779334774,0.0217502598422092,0.172752200110937,-38.4284750020209,-28.8516005965549
D4,1,3,vad_D4_S1_M02,79,3.95,553,631,27.6,31.55,1324801,1514400,6,1,0,0,0,0,0,1,0,rec,0.645,-29.6255752697829,-4.08653251790078,12.6069727790786,0.986109734297295,-0.00445680773466955,0.080525536576872,0.0703077777317703,0.00595466853915031,0.0297224262057886,0.044296718885639,0.116031932040423,-37.2354653692345,-29.592127989374
D4,1,3,vad_D4_S1_M02,108,5.4,712,819,35.55,40.95,1706401,1965600,6,2,0,0,0,1,0,1,0,rec,0.645,-8.12205896950008,-1.18403494395612,17.5801264422999,0.971678789667222,-0.0255104170707274,0.113779198222103,-0.117173359678839,0.0173644089491413,0.0235149973157445,0.0327844896208421,0.163856542153321,-39.2203443138318,-29.9679177375059
D4,1,3,vad_D4_S1_M02,138,6.9,840,977,41.95,48.85,2013601,2344800,6,2,0,0,0,1,0,1,0,rec,0.645,-17.2336466521087,-1.98580257787169,17.9891631968276,0.980633950126379,-0.00616497668513867,0.086722870505733,-0.0472078749657826,0.00972530914985577,0.0331034598260853,0.0492890250648978,0.158608974101986,-38.1233256506869,-28.958285268756
D4,1,3,vad_D4_S1_M02,123,6.15,1078,1200,53.85,60,2584801,2880000,6,2,0,0,0,1,0,1,0,rec,0.645,-12.1340347991861,-1.05915413511498,14.5735027993605,0.97814878263506,0.0115583981432636,0.107452921519594,-0.0963190972078715,0.0106003111687854,0.0273198503053968,0.0170568597380169,0.145947626985034,-38.1297171638915,-29.5672231001606
D4,1,4,vad_D4_S1_M03,242,12.1,121,362,6,18.1,288001,868800,4,2,0,0,0,1,0,1,0,rec,0.645,24.6931077521012,2.38547201070068,16.0380685613437,0.979469108503795,0.0173062712937033,0.108128116935687,-0.0669976597803184,0.00893696725790152,0.0351355697616162,0.0296513095696895,0.148548446164706,-36.1294610918945,-29.9957017291163
D4,1,4,vad_D4_S1_M03,254,12.7,423,676,21.1,33.8,1012801,1622400,4,2,0,0,0,1,0,1,0,rec,0.645,21.1521630579485,2.0381938208028,17.2819882790717,0.982443001038956,0.00421034946122226,0.0909176989175052,-0.0362601091505659,0.0101613641948503,0.0391922529247403,0.0440908070076437,0.14738910101848,-38.8044246445541,-30.3914736901396
D4,1,4,vad_D4_S1_M03,106,5.3,697,802,34.8,40.1,1670401,1924800,4,2,0,0,0,1,0,1,0,rec,0.645,23.8366523222991,1.1205848222012,17.4963821383618,0.983743164994577,0.00418225274888304,0.0796321087117903,-0.0605059127730054,0.0105845583242939,0.0312398695439991,0.0316084254103855,0.142661539048435,-37.1286659294084,-31.8087936790351
D4,1,4,vad_D4_S1_M03,113,5.65,923,1035,46.1,51.75,2212801,2484000,4,2,0,0,0,1,0,1,0,rec,0.645,35.3224297756645,6.49856101141716,6.27852354020031,0.970515480576237,0.0194458906950219,0.15489061354018,-0.168313712631179,0.0106227725440815,0.0383273775853952,0.0309873745812522,0.0539138085359332,-39.3918117809664,-29.4898974254325
D4,1,4,vad_D4_S1_M03,145,7.25,1056,1200,52.75,60,2532001,2880000,4,2,0,0,0,1,0,1,0,rec,0.645,28.0216323781446,-0.316594858056214,11.7384773687637,0.986264830974989,-0.0376287552805925,0.0667069920333132,-0.0933832592075862,0.00829606730913734,0.0177875242210325,0.0249514031716663,0.108516699283193,-35.6665853839838,-27.2033349460251
D4,1,4,vad_D4_S1_M03,138,6.9,61,198,3,9.9,144001,475200,6,2,0,0,0,1,0,1,0,rec,0.645,-1.64547699241478,2.09954060385382,4.94813062335442,0.973173328209656,0.000328744154453196,0.128875948424168,-0.182011601573303,0.00573129278729433,0.0352252624019791,0.0281374817328034,0.0339721815406263,-38.0363740275947,-29.4077473425653
D4,1,4,vad_D4_S1_M03,123,6.15,219,341,10.9,17.05,523201,818400,6,2,0,0,0,1,0,1,0,rec,0.645,-26.0485602700767,-2.04088573118038,14.4754611174906,0.985275096853306,0.0217506863698128,0.0936531809119726,0.041490829462035,0.00590667850739771,0.0389432769239935,0.0307078929955361,0.126180655044909,-39.4698807465227,-29.3799269342315
D4,1,4,vad_D4_S1_M03,94,4.7,362,455,18.05,22.75,866401,1092000,6,2,0,0,0,1,0,1,0,rec,0.645,-1.11883360734707,1.51498411703395,1.8010450258204,0.974617322143731,-0.0063986844742813,0.127227803692352,-0.181929804361143,0.0013618103632994,0.026537201825656,0.00938653026643977,0.00300580265712346,-40.6540981864488,-32.5850887972093
D4,1,4,vad_D4_S1_M03,133,6.65,616,748,30.75,37.4,1476001,1795200,6,2,0,0,0,1,0,1,0,rec,0.645,-26.0096720491782,-4.29119646021477,14.1382217015848,0.986245358999556,0.0305055963679565,0.0721261450200418,0.0331099070913648,0.00743843989588818,0.0298234837235239,0.0272879932083075,0.136208329812533,-34.9616091743982,-26.4789493999398
D4,1,4,vad_D4_S1_M03,114,5.7,869,982,43.4,49.1,2083201,2356800,6,2,0,0,0,1,0,1,0,rec,0.645,-4.14311846261028,1.64877537365569,6.48949516828463,0.975635758395701,0.00320273741120259,0.127959348064792,-0.159158016701168,0.00856542210931787,0.0428353814821767,0.0267371946429615,0.0620720544799212,-35.0776935536211,-27.5535650300159
D4,1,4,vad_D4_S1_M03,125,6.25,1043,1167,52.1,58.35,2500801,2800800,6,2,0,0,0,1,0,1,0,rec,0.645,-7.15121085588927,-8.06853874443285,9.42854014513364,0.984968940974724,-0.039017613542779,0.0619333240436975,-0.116549542082154,0.00821973245685934,0.0196018523189464,0.0267847827886454,0.0990566090019203,-35.7314398707263,-27.0627488244944
D4,1,5,vad_D4_S1_M04,106,5.3,121,226,6,11.3,288001,542400,4,2,0,0,0,1,0,1,0,rec,0.645,35.1162365227007,1.9211494067805,5.54008313686624,0.981103281929821,-0.0181200078862225,0.0921467063163947,-0.149764728032752,0.00627337052271139,0.020338149102248,0.0219904770283882,0.0728650984743448,-40.1511212458235,-32.3122503579703
D4,1,5,vad_D4_S1_M04,96,4.8,367,462,18.3,23.1,878401,1108800,4,2,0,0,0,1,0,1,0,rec,0.645,29.6901212107376,1.41512692706714,9.39663406820356,0.984225004486895,-0.00773803059709278,0.089756206701188,-0.105657909459575,0.00473906319703792,0.0372749797077506,0.0355066150532345,0.0973350619904313,-39.8125119636078,-29.5215713554931
D4,1,5,vad_D4_S1_M04,210,10.5,483,692,24.1,34.6,1156801,1660800,4,2,0,0,0,1,0,1,0,rec,0.645,8.97215164614114,0.487117870943857,13.4951173228875,0.983546912636509,0.0117396430566144,0.0879135702063907,0.0664049312619441,0.00824277741079703,0.0311479357234684,0.0397992482513787,0.133544269912085,-39.8649747247309,-34.6978624324959
D4,1,5,vad_D4_S1_M04,266,13.3,793,1058,39.6,52.9,1900801,2539200,4,2,0,0,0,1,0,1,0,rec,0.645,17.0154961602719,2.38678456900419,20.6793833884269,0.976308997566292,0.0118611639792928,0.0995101629680631,-0.00441095773467964,0.0076089397684424,0.0376823341091988,0.0316833878577163,0.18551373076925,-39.7577156640218,-32.4281941067211
D4,1,5,vad_D4_S1_M04,82,4.1,1119,1200,55.9,60,2683201,2880000,4,2,0,0,0,1,0,1,0,rec,0.645,8.96740336456328,1.7638654805659,14.0813267844559,0.983326020414353,-0.0293692817007172,0.0797454107899822,0.0579358610124663,0.00722500665909729,0.0633172287837106,0.0311488042086531,0.133182734785443,-40.4905319136667,-32.0708633315958
D4,1,5,vad_D4_S1_M04,186,9.3,121,306,6,15.3,288001,734400,6,2,0,0,0,1,0,1,0,rec,0.645,-3.62534560803772,-0.962247416245979,5.47136656622928,0.977623258737153,-0.021712120453644,0.110492834992225,-0.160339972724549,0.00853336745888492,0.0193289170057406,0.0392157129880047,0.0625380083971997,-42.1096571982235,-34.0704911742922
D4,1,5,vad_D4_S1_M04,148,7.4,367,514,18.3,25.7,878401,1233600,6,2,0,0,0,1,0,1,0,rec,0.645,-20.3805512287794,-4.04225932010986,17.8982070778545,0.982637915763753,-0.000344603129630514,0.0894327111063114,-0.0085198600371653,0.00521018018104607,0.0330723866688788,0.0315207007356732,0.156258089780914,-38.0981459254507,-30.8498726900922
D4,1,5,vad_D4_S1_M04,96,4.8,655,750,32.7,37.5,1569601,1800000,6,2,0,0,0,1,0,1,0,rec,0.645,-5.9299331425102,-1.50436129345537,10.9820203925183,0.97742314122411,-0.0349290209970766,0.114607992270112,-0.126627427410747,0.0120652165185311,0.0240388392392191,0.0350847769497958,0.111573188832046,-42.7902796758622,-36.2854783017975
D4,1,5,vad_D4_S1_M04,276,13.8,791,1066,39.5,53.3,1896001,2558400,6,2,0,0,0,1,0,1,0,rec,0.645,-20.6402923414187,-1.4786010554509,20.9071887342966,0.976236057866133,0.0114608082898388,0.0990463626524514,-0.011641331726851,0.00749183723375329,0.0372406209543023,0.0318513665259508,0.185910561586401,-42.4697325067694,-32.5853277868379
D4,1,5,vad_D4_S1_M04,74,3.7,1127,1200,56.3,60,2702401,2880000,6,2,0,0,0,1,0,1,0,rec,0.645,-26.1510485332158,-7.24817402320152,14.0752078562013,0.984748791095082,-0.0414120197697593,0.0748729746162211,0.043643990742215,0.00599813118688461,0.0541759132092587,0.0287282157811608,0.132423791852641,-38.5650674795976,-31.6327012072756
D4,1,6,vad_D4_S1_M05,211,10.55,81,291,4,14.55,192001,698400,4,2,0,0,0,1,0,1,0,rec,0.645,21.898266988741,0.574144119213012,17.9955141025704,0.981008242504222,-0.00816971899795874,0.0767409822615049,-0.0405433716908293,0.0102737195283711,0.034428034457236,0.0336667291152299,0.166556725262661,-46.7014373499255,-28.1503685848421
D4,1,6,vad_D4_S1_M05,79,3.95,372,450,18.55,22.5,890401,1080000,4,2,0,0,0,1,0,1,0,rec,0.645,36.0630477777459,4.68335693723507,6.59051603633529,0.972889944350326,0.0238611804398096,0.140873657381178,-0.165070113438531,0.00570196946469339,0.0308237118517636,0.0439926275459608,0.0545711025751767,-46.4672613792584,-29.7541556806948
D4,1,6,vad_D4_S1_M05,152,7.6,491,642,24.5,32.1,1176001,1540800,4,2,0,0,0,1,0,1,0,rec,0.645,18.8490636065493,-1.31129880959069,19.3354277718492,0.98201278161059,-0.00391183058785105,0.0630678394199364,-0.0206388152544074,0.00947311224501829,0.0422971153553169,0.0388833798855997,0.167471945218447,-46.4381532372351,-30.5879951125726
D4,1,6,vad_D4_S1_M05,140,7,723,862,36.1,43.1,1732801,2068800,4,2,0,0,0,1,0,1,0,rec,0.645,28.8960532233177,4.08211643371893,16.2888574969156,0.976909385082839,-0.017110934755322,0.108440620872215,-0.0953873648982158,0.0102964270908397,0.0289997042471549,0.0293596114760014,0.151205638858402,-44.4212396103897,-30.5544426739673
D4,1,6,vad_D4_S1_M05,169,8.45,883,1051,44.1,52.55,2116801,2522400,4,2,0,0,0,1,0,1,0,rec,0.645,15.5892022181563,1.54409834418034,20.3070425566469,0.977980328558071,0.0196920841777703,0.0870829525005361,0.0130721764725294,0.0117084888079016,0.0314292965275412,0.0448590990905012,0.180238553459512,-46.6710351541833,-27.6967515471333
D4,1,6,vad_D4_S1_M05,109,5.45,1092,1200,54.55,60,2618401,2880000,4,2,0,0,0,1,0,1,0,rec,0.645,14.0646425982227,5.74227562087132,18.5755684078543,0.975621896729182,-0.0100965633086038,0.108226237791174,0.0276245200066343,0.0207109656479162,0.0424216918116876,0.0396702344052872,0.179195844780447,-44.372703298409,-24.3885350070574
D4,1,6,vad_D4_S1_M05,73,3.65,101,173,5,8.65,240001,415200,6,2,0,0,0,1,0,1,0,rec,0.645,-19.0289285519094,-3.81632500968991,14.6156461615801,0.985566634008523,0.00551288220099447,0.0795589644895579,-0.0322865365585129,0.00639336789656134,0.0369020638330589,0.0373077624114142,0.136940278353748,-43.5116327842944,-29.060887387735
D4,1,6,vad_D4_S1_M05,90,4.5,214,303,10.65,15.15,511201,727200,6,2,0,0,0,1,0,1,0,rec,0.645,-17.1944451605234,-2.4460722158943,18.4822299691311,0.98049322186617,-0.00433196140905403,0.0949834371837651,-0.0386460697672122,0.012771092837173,0.0257358056561099,0.0360284865319758,0.162134603444453,-39.1234679276631,-26.1761058767059
D4,1,6,vad_D4_S1_M05,61,3.05,404,464,20.15,23.2,967201,1113600,6,2,0,0,0,1,0,1,0,rec,0.645,-0.413775692528396,0.905696859908717,3.95240745583959,0.972494490842973,0.0149570768085544,0.124523141403477,-0.186687964633466,0.00636099619570172,0.0520819575983139,0.017701720986644,0.0258303009627761,-42.8786115301982,-28.8310342307035
D4,1,6,vad_D4_S1_M05,155,7.75,605,759,30.2,37.95,1449601,1821600,6,2,0,0,0,1,0,1,0,rec,0.645,-14.6998069135976,-1.38835824609639,16.7666197020679,0.979516538582679,0.00413113982840998,0.103180277387845,-0.068363102825587,0.00967806695946452,0.0319983281814982,0.0249144169446201,0.153736670110172,-38.2246804039407,-25.6050946336806
D4,1,6,vad_D4_S1_M05,119,5.95,840,958,41.95,47.9,2013601,2299200,6,2,0,0,0,1,0,1,0,rec,0.645,-36.0424380984757,-5.55793730281766,9.26040137725847,0.985047359052369,0.0103444098096518,0.058732125947353,0.11866109337236,0.00762471868742074,0.0166844978925742,0.0461061095550473,0.0984102034336877,-38.3605359641821,-25.3018362488314
D4,1,6,vad_D4_S1_M05,162,8.1,1039,1200,51.9,60,2491201,2880000,6,2,0,0,0,1,0,1,0,rec,0.645,-22.037138076782,-1.17673727716189,19.714693842451,0.976985864165536,-0.00182896946534425,0.104510638331577,-0.00541499249435611,0.0182825709840926,0.0425678792584751,0.0373341916836191,0.176685929228203,-37.5146234328706,-24.7726987173258
D4,1,7,vad_D4_S1_M06,148,7.4,61,208,3,10.4,144001,499200,4,2,0,0,0,1,0,1,0,rec,0.645,12.3731138138009,-1.76193162294782,13.7395579327788,0.987398552291816,0.000329141849206839,0.0682824803508124,0.037203048794772,0.00799023939526144,0.0284090412013282,0.0378993905076378,0.129686183834436,-35.0500045108126,-31.3946284195072
D4,1,7,vad_D4_S1_M06,121,6.05,289,409,14.4,20.45,691201,981600,4,2,0,0,0,1,0,1,0,rec,0.645,0.038262713582799,0.827332336041453,6.07768322913208,0.983726726630929,-0.0053283883292064,0.0828964299490639,0.145613851688227,0.00524909659718288,0.0349469304781414,0.0506353648377078,0.0200040058051052,-35.7681718550312,-32.8253846260904
D4,1,7,vad_D4_S1_M06,72,3.6,430,501,21.45,25.05,1029601,1202400,4,2,0,0,0,1,0,1,0,rec,0.645,26.8222026522124,5.23013885152339,15.5523445377072,0.979544336794158,-0.0202241567987124,0.111811497891944,-0.0837634477307256,0.0077363574773895,0.0199757491679949,0.028958331075174,0.139835325254083,-34.9697458930954,-32.1660695990388
D4,1,7,vad_D4_S1_M06,104,5.2,662,765,33.05,38.25,1586401,1836000,4,1,0,0,0,1,0,0,0,rec,0.645,18.9022613405556,5.58850959537485,19.1626257490979,0.975744519050587,-0.0141847850305766,0.117425852187897,-0.0278460231811106,0.00831925897643484,0.0645001777413859,0.0248241161393582,0.169204884906779,-34.7785017562347,-31.2813698936738
D4,1,7,vad_D4_S1_M06,70,3.5,866,935,43.25,46.75,2076001,2244000,4,2,0,0,0,1,0,1,0,rec,0.645,2.32293927007178,0.577411108556353,6.60559662631981,0.984510566460593,0.0501279335204579,0.0816663893737747,0.12357287599654,0.00608961107143208,0.0228898770552871,0.0462997749257639,0.0605936286830508,-35.8320141320353,-33.9900288814679
D4,1,7,vad_D4_S1_M06,142,7.1,1016,1157,50.75,57.85,2436001,2776800,4,2,0,0,0,1,0,1,0,rec,0.645,14.9187992802452,1.23495379112948,16.3315012102356,0.981490519689045,0.0094050745169129,0.0960120342365611,0.0135690578416326,0.00833267658906778,0.0253793529219149,0.0285669134300122,0.160770979004678,-35.8600827050516,-32.9597468893201
