dataset,session,file_index,file_name,duration_frame,duration_sec,frame_start,frame_stop,sec_start,sec_stop,sample_start,sample_stop,target_ID,num_active_sources,vad_ID_1,vad_ID_2,vad_ID_3,vad_ID_4,vad_ID_5,vad_ID_6,vad_ID_7,sim_rec,rt60,target_azi_deg,target_ele_deg,target_doa_dev_deg,mean_quart_x,mean_quart_y,mean_quart_z,mean_quart_w,std_quart_x,std_quart_y,std_quart_z,std_quart_w,target_dB,array_dB
1,1,2,01-00-288,19,0.95,395,413,19.7,20.65,945601,991200,4,1,0,0,0,1,0,0,0,rec,0.645,4.081449598,0.296816189,1.040171507,-0.99095,-0.02415,-0.04505,-0.12315,0.000887041,0.003645834,0.004501169,0.007768187,-39.78873514,-51.02476497
1,1,2,01-00-288,13,0.65,569,581,28.4,29.05,1363201,1394400,4,1,0,0,0,1,0,0,0,rec,0.645,35.92851646,-1.857402761,0.797088114,-0.989571429,-0.031785714,-0.038071429,0.133785714,0.00101635,0.000801784,0.00796593,0.004209487,-35.19478786,-50.48488908
1,1,2,01-00-288,114,5.7,630,743,31.45,37.15,1509601,1783200,4,1,0,0,0,1,0,0,0,rec,0.645,9.966159418,0.538894075,4.001632744,-0.992721739,-0.045052174,-0.055365217,-0.079417391,0.001096628,0.005658162,0.003709472,0.056063245,-33.09885512,-50.03312026
1,1,2,01-00-288,41,2.05,764,804,38.15,40.2,1831201,1929600,4,1,0,0,0,1,0,0,0,rec,0.645,23.5085402,-1.102642167,10.71792718,-0.994071429,-0.021619048,-0.040880952,0.03647619,0.002393007,0.020500984,0.013404044,0.088965666,-30.54929947,-48.88991366
1,1,2,01-00-288,12,0.6,1126,1137,56.25,56.85,2700001,2728800,4,2,0,0,0,1,0,1,0,rec,0.645,29.44322569,1.167154572,0.176624805,-0.996,-0.004461538,-0.054615385,0.076307692,3.47E-16,0.001050031,0.00050637,0.00085485,-34.39179963,-50.67682155
1,1,2,01-00-288,12,0.6,1165,1176,58.2,58.8,2793601,2822400,4,2,0,0,0,1,0,1,0,rec,0.645,29.40294073,-0.773589608,2.269563548,-0.995923077,-0.008923077,-0.040230769,0.075846154,0.001497862,0.002177978,0.020376268,0.010597532,-39.97668057,-51.49012585
1,1,2,01-00-288,46,2.3,458,503,22.85,25.15,1096801,1207200,6,1,0,0,0,0,0,1,0,rec,0.645,-7.805665591,0.023753684,2.450304202,-0.989893617,-0.032893617,-0.03587234,0.131702128,0.002209014,0.004626173,0.002968069,0.016825078,-32.71951776,-48.01789579
1,1,2,01-00-288,46,2.3,522,567,26.05,28.35,1250401,1360800,6,1,0,0,0,0,0,1,0,rec,0.645,-6.71091097,0.20568227,0.686564977,-0.989170213,-0.031297872,-0.036085106,0.138829787,0.000379883,0.00138179,0.004840184,0.001868726,-36.44331029,-50.60800989
1,1,2,01-00-288,37,1.85,591,627,29.5,31.35,1416001,1504800,6,1,0,0,0,0,0,1,0,rec,0.645,-10.99815994,1.969388027,1.222999903,-0.991789474,-0.022842105,-0.051263158,0.113973684,0.000776614,0.001405132,0.005421101,0.006060447,-37.04442328,-50.49456553
1,1,2,01-00-288,95,4.75,811,905,40.5,45.25,1944001,2172000,6,1,0,0,0,0,0,1,0,rec,0.645,-9.522534014,0.042558616,0.837668843,-0.993197917,-0.03878125,-0.030270833,0.104125,0.00040052,0.002891742,0.00386204,0.00121612,-33.63542059,-48.46737106
1,1,2,01-00-288,142,7.1,971,1112,48.5,55.6,2328001,2668800,6,1,0,0,0,0,0,1,0,rec,0.645,-13.52842366,-0.212191407,1.372188979,-0.995622378,0.005909091,-0.039258741,0.081783217,0.000902299,0.00517974,0.00798565,0.010007842,-36.37700667,-50.52718587
1,1,2,01-00-288,40,2,1137,1176,56.8,58.8,2726401,2822400,6,2,0,0,0,1,0,1,0,rec,0.645,-13.32846448,1.265292282,1.102964074,-0.995341463,-0.007487805,-0.048780488,0.078902439,0.000938343,0.001675141,0.012642215,0.006339578,-36.62041,-49.69865072
1,1,3,02-00-310,52,2.6,458,509,22.85,25.45,1096801,1221600,4,1,0,0,0,1,0,0,0,rec,0.645,5.248295354,0.008621083,2.067430126,-0.987773585,-0.069735849,-0.054207547,-0.125358491,0.003285408,0.013343323,0.008179144,0.021788401,-31.27633226,-48.70439409
1,1,3,02-00-310,28,1.4,664,691,33.15,34.55,1591201,1658400,4,1,0,0,0,1,0,0,0,rec,0.645,16.25432639,4.069364551,5.821186356,-0.994517241,-0.021068966,-0.083758621,-0.031344828,0.002935262,0.00801753,0.020742736,0.046442957,-39.39583297,-51.18654387
1,1,3,02-00-310,97,4.85,738,834,36.85,41.7,1768801,2001600,4,1,0,0,0,1,0,0,0,rec,0.645,5.807217729,1.178345479,1.563118543,-0.989540816,-0.059591837,-0.062071429,-0.115622449,0.001706074,0.008173173,0.010008502,0.010194516,-31.65843701,-48.26451894
1,1,3,02-00-310,52,2.6,119,170,5.9,8.5,283201,408000,6,1,0,0,0,0,0,1,0,rec,0.645,-10.72486516,-0.203865834,0.513149834,-0.991981132,-0.02590566,-0.031377358,0.120754717,0.000366405,0.004587878,0.002740202,0.002954173,-35.58478844,-49.87580174
1,1,3,02-00-310,42,2.1,941,982,47,49.1,2256001,2356800,6,1,0,0,0,0,0,1,0,rec,0.645,-3.389342111,-1.240247792,0.524097572,-0.976069767,-0.128604651,0.001744186,0.17544186,0.001009369,0.008997723,0.008240703,0.002062157,-34.63588201,-48.47447262
1,1,3,02-00-310,92,4.6,1066,1157,53.25,57.85,2556001,2776800,6,1,0,0,0,0,0,1,0,rec,0.645,-3.474193001,1.290320183,0.836779808,-0.976698925,-0.123333333,-0.02016129,0.173010753,0.002531476,0.021649547,0.006302674,0.003204937,-32.86504616,-48.09885573
1,1,3,02-00-310,19,0.95,1182,1200,59.05,60,2834401,2880000,6,1,0,0,0,0,0,1,0,rec,0.645,-5.70035504,1.921236276,0.397393598,-0.984631579,-0.022368421,-0.054473684,0.163421053,0.000495595,0.001920952,0.002969632,0.002693939,-34.19632784,-48.89466895
1,1,4,03-00-321,9,0.45,461,469,23,23.45,1104001,1125600,4,2,0,0,0,1,0,1,0,rec,0.645,29.08548835,-0.108876954,0.346179759,-0.9967,-0.0066,-0.0458,0.069,0.000483046,0.000516398,0.003190263,0.000666667,-39.27393628,-50.63718145
1,1,4,03-00-321,78,3.9,524,601,26.15,30.05,1255201,1442400,4,2,0,0,0,1,0,1,0,rec,0.645,1.278789907,0.089445404,3.013984371,-0.987531646,0.000911392,-0.044556962,-0.145696203,0.003392433,0.011451335,0.004829787,0.039085165,-33.26603509,-49.5783138
1,1,4,03-00-321,13,0.65,801,813,40,40.65,1920001,1951200,4,2,1,0,0,1,0,0,0,rec,0.645,-24.03666665,-9.045776073,1.359301259,-0.934714286,-0.030785714,0.034357143,-0.352142857,0.003196839,0.004870296,0.004199032,0.007694725,-41.55067718,-49.4493861
1,1,4,03-00-321,15,0.75,1,15,0,0.75,1,36000,6,1,0,0,0,0,0,1,0,rec,0.645,-5.962343165,-0.331407012,2.881623947,-0.98525,-0.025375,-0.03375,0.1639375,0.001125463,0.003703602,0.025952521,0.00128938,-35.58676842,-47.95179758
1,1,4,03-00-321,42,2.1,40,81,1.95,4.05,93601,194400,6,1,0,0,0,0,0,1,0,rec,0.645,-18.02280842,-1.385690635,1.902957823,-0.997116279,-0.009,-0.028860465,0.065674419,0.00102839,0.008423324,0.008531682,0.015217035,-34.57757826,-48.61095346
1,1,4,03-00-321,48,2.4,136,183,6.75,9.15,324001,439200,6,1,0,0,0,0,0,1,0,rec,0.645,-7.0048599,-2.966295547,2.627441573,-0.987816327,0.010795918,-0.018734694,0.149061224,0.001379515,0.011809212,0.038325239,0.003442432,-32.46658777,-46.81453433
1,1,4,03-00-321,148,7.4,264,411,13.15,20.55,631201,986400,6,1,0,0,0,0,0,1,0,rec,0.645,-6.553731303,-3.333145193,2.220680552,-0.988073826,-0.024932886,-0.012530201,0.148442953,0.001736313,0.012176442,0.019948094,0.010641189,-32.10147407,-47.65803806
1,1,4,03-00-321,46,2.3,461,506,23,25.3,1104001,1214400,6,2,0,0,0,1,0,1,0,rec,0.645,-15.73133143,0.204283754,0.866225549,-0.996340426,-0.00912766,-0.04506383,0.073808511,0.000478975,0.00239217,0.001904277,0.004547519,-34.91521151,-49.27177634
1,1,4,03-00-321,14,0.7,547,560,27.3,28,1310401,1344000,6,2,0,0,0,1,0,1,0,rec,0.645,-40.88171423,-0.790599832,0.488183605,-0.9852,0.007533333,-0.042,-0.1666,0.000676123,0.002133631,0.001,0.003459975,-34.5354397,-49.05602715
1,1,4,03-00-321,22,1.1,580,601,28.95,30.05,1389601,1442400,6,2,0,0,0,1,0,1,0,rec,0.645,-38.42467594,-0.224406523,0.51105878,-0.988086957,0.002304348,-0.043565217,-0.147521739,0.000949308,0.000558796,0.002085144,0.005115658,-38.26042433,-49.44707207
1,1,4,03-00-321,25,1.25,1105,1129,55.2,56.45,2649601,2709600,6,1,0,0,0,0,0,1,0,rec,0.645,-21.69786486,25.0577467,0.372966817,-0.966,-0.066615385,-0.248807692,0.022076923,0.000489898,0.001134087,0.001855138,0.002261381,-43.97201577,-52.08883776
1,1,5,04-00-345,39,1.95,311,349,15.5,17.45,744001,837600,4,1,0,0,0,1,0,0,0,rec,0.645,22.26390331,14.86013336,5.452052642,-0.98215,-0.03415,-0.1746,-0.0354,0.005051276,0.011994764,0.033001787,0.036347186,-30.5975083,-47.79634424
1,1,5,04-00-345,25,1.25,401,425,20,21.25,960001,1020000,4,1,0,0,0,1,0,0,0,rec,0.645,26.29771046,13.68171777,0.120548859,-0.985,-0.027884615,-0.168884615,-0.009653846,3.40E-16,0.000325813,0.000711445,0.000485165,-30.22925102,-48.62878362
1,1,5,04-00-345,20,1,572,591,28.55,29.55,1370401,1418400,4,2,1,0,0,1,0,0,0,rec,0.645,21.24485673,15.00555836,1.23316134,-0.983857143,-0.008238095,-0.170333333,-0.053761905,0.000478091,0.005252664,0.002869379,0.004170189,-30.90934838,-49.34186712
1,1,5,04-00-345,37,1.85,653,689,32.6,34.45,1564801,1653600,4,1,0,0,0,1,0,0,0,rec,0.645,5.869709193,3.391413553,8.601663785,-0.979473684,0.019078947,-0.062368421,-0.171184211,0.003244428,0.021092309,0.056707129,0.058503802,-32.04274277,-50.67396488
1,1,5,04-00-345,22,1.1,731,752,36.5,37.6,1752001,1804800,4,2,1,0,0,1,0,0,0,rec,0.645,-1.088981157,0.829780102,0.434011233,-0.973565217,0.012391304,-0.041043478,-0.224043478,0.000992063,0.000782718,0.001296087,0.004028064,-34.21479548,-49.95848127
1,1,5,04-00-345,23,1.15,104,126,5.15,6.3,247201,302400,6,1,0,0,0,0,0,1,0,rec,0.645,-13.51921761,2.800232819,0.683178434,-0.99375,0.022958333,-0.066708333,0.087375,0.000442326,0.00403764,0.003983435,0.005240416,-33.31208071,-48.38348777
1,1,5,04-00-345,11,0.55,246,256,12.25,12.8,588001,614400,6,2,1,0,0,0,0,1,0,rec,0.645,-22.62183475,21.18476579,0.24702363,-0.975916667,-0.025833333,-0.2165,0.005083333,0.000288675,0.000834847,0.001243163,0.000996205,-33.06501101,-48.84943412
1,1,5,04-00-345,24,1.2,1155,1178,57.7,58.9,2769601,2827200,6,2,1,0,0,0,0,1,0,rec,0.645,-29.75069507,15.96863295,3.788665999,-0.97816,0.0398,-0.19392,-0.04152,0.001027943,0.02552613,0.00829116,0.041640445,-41.25564489,-47.50265773
1,1,6,05-00-347,14,0.7,684,697,34.15,34.85,1639201,1672800,4,2,1,0,0,1,0,0,0,rec,0.645,2.295188443,2.765534546,0.405010272,-0.977733333,0.0016,-0.054733333,-0.202533333,0.000457738,0.001804756,0.004558613,0.00063994,-31.00616386,-47.62426715
1,1,6,05-00-347,102,5.1,1099,1200,54.9,60,2635201,2880000,4,1,0,0,0,1,0,0,0,rec,0.645,4.534357175,2.822059096,1.842660445,-0.98472549,-0.04745098,-0.077666667,-0.146539216,0.002659401,0.008031655,0.007461231,0.023832614,-29.14161249,-47.78678557
1,1,6,05-00-347,15,0.75,154,168,7.65,8.4,367201,403200,6,2,1,0,0,0,0,1,0,rec,0.645,-44.70949224,-0.279268514,5.959729819,-0.977,0.0615625,-0.0666875,-0.1808125,0.007501111,0.015461646,0.046044498,0.049358848,-34.94270181,-43.44709407
1,1,6,05-00-347,13,0.65,261,273,13,13.65,624001,655200,6,2,1,0,0,0,0,1,0,rec,0.645,-25.38855921,1.403702412,6.389272063,-0.995428571,0.0125,-0.062214286,0.004857143,0.002376626,0.027165448,0.022133089,0.065569525,-31.70874885,-43.64022215
1,1,6,05-00-347,115,5.75,290,404,14.45,20.2,693601,969600,6,2,1,0,0,0,0,1,0,rec,0.645,-5.442492375,-2.741405088,4.193190943,-0.98087931,-0.108077586,-0.001474138,0.155603448,0.006965948,0.010859699,0.020194042,0.038327849,-35.45719,-48.89760347
1,1,6,05-00-347,25,1.25,1063,1087,53.1,54.35,2548801,2608800,6,1,0,0,0,0,0,1,0,rec,0.645,-34.65567043,0.0222841,7.555834415,-0.985615385,-0.009307692,-0.048153846,-0.142884615,0.007505075,0.006162916,0.007159287,0.076286999,-40.26444473,-52.79926697
1,1,7,06-00-361,30,1.5,1,30,0,1.5,1,72000,4,1,0,0,0,1,0,0,0,rec,0.645,3.310473309,0.272279582,3.034272468,-0.983806452,-0.053032258,-0.060645161,-0.156032258,0.001759154,0.003260714,0.034844941,0.004949639,-30.63061716,-48.45841952
1,1,7,06-00-361,39,1.95,49,87,2.4,4.35,115201,208800,4,2,0,0,0,1,0,1,0,rec,0.645,4.059757175,0.418842321,0.767796487,-0.9863,-0.030825,-0.0567,-0.150975,0.000464095,0.001599479,0.005906103,0.00201898,-29.61053744,-47.36467747
1,1,7,06-00-361,44,2.2,429,472,21.4,23.6,1027201,1132800,4,1,0,0,0,1,0,0,0,rec,0.645,11.89501337,1.843032828,0.592390648,-0.992577778,-0.045288889,-0.067533333,-0.089822222,0.000499495,0.000869227,0.000660578,0.00340647,-30.30965818,-49.00047048
1,1,7,06-00-361,43,2.15,512,554,25.55,27.7,1226401,1329600,4,2,0,0,0,1,0,1,0,rec,0.645,5.318402282,2.070827574,0.582471692,-0.986636364,-0.050409091,-0.067363636,-0.139613636,0.000718231,0.001646959,0.00105854,0.005409793,-31.56601805,-48.22522052
1,1,7,06-00-361,17,0.85,641,657,32,32.85,1536001,1576800,4,1,0,0,0,1,0,0,0,rec,0.645,26.4268141,-0.252097337,2.446789964,-0.997277778,-0.037277778,-0.049888889,0.035111111,0.000669113,0.002782414,0.0125177,0.01969141,-28.6381548,-48.22888676
1,1,7,06-00-361,20,1,676,695,33.75,34.75,1620001,1668000,4,1,0,0,0,1,0,0,0,rec,0.645,9.520862213,-1.151814474,2.638706493,-0.992571429,-0.013190476,-0.036571429,-0.112238095,0.001468722,0.011860097,0.026403734,0.003462727,-30.59743755,-46.90675637
1,1,7,06-00-361,9,0.45,713,721,35.6,36.05,1708801,1730400,4,2,0,0,0,1,0,1,0,rec,0.645,10.36612697,2.84267169,0.260904096,-0.99,-0.0301,-0.0733,-0.1156,0,0.001286684,0.001418136,0.001837873,-33.63779919,-49.08943487
1,1,7,06-00-361,18,0.9,815,832,40.7,41.6,1953601,1996800,4,2,0,0,0,1,0,1,0,rec,0.645,9.792639617,5.225643591,0.163082771,-0.988526316,-0.039473684,-0.092368421,-0.112473684,0.000512989,0.000696692,0.001706541,0.000964274,-28.67997689,-46.15283374
1,1,7,06-00-361,41,2.05,845,885,42.2,44.25,2025601,2124000,4,1,0,0,0,1,0,0,0,rec,0.645,7.410165729,4.342479218,2.336384982,-0.988738095,-0.038190476,-0.083261905,-0.116214286,0.001230893,0.002144057,0.021034304,0.004534613,-28.82655602,-47.15018043
1,1,7,06-00-361,25,1.25,922,946,46.05,47.3,2210401,2270400,4,1,0,0,0,1,0,0,0,rec,0.645,6.689199801,3.316272223,0.034685045,-0.989,-0.039846154,-0.076,-0.121,5.66E-16,0.000367946,2.83E-17,0,-37.95804776,-52.49157336
1,1,7,06-00-361,13,0.65,1135,1147,56.7,57.35,2721601,2752800,4,2,0,0,0,1,0,1,0,rec,0.645,34.21992253,0.272380247,0.075358406,-0.992,-0.055,-0.070285714,0.084714286,3.46E-16,1.44E-17,0.000468807,0.000726273,-36.19987558,-46.65998503
1,1,7,06-00-361,23,1.15,86,108,4.25,5.4,204001,259200,6,2,0,0,0,1,0,1,0,rec,0.645,-26.26339994,1.115910772,11.49875238,-0.993625,-0.027,-0.034208333,-0.030666667,0.004642081,0.004393671,0.023243473,0.09912165,-32.19073511,-48.38403454
1,1,7,06-00-361,13,0.65,122,134,6.05,6.7,290401,321600,6,1,0,0,0,0,0,1,0,rec,0.645,-15.4416649,-0.308457849,0.312338182,-0.998,-0.022785714,-0.042071429,0.049714286,1.15E-16,0.000892582,0.000997249,0.002920184,-41.55815345,-51.74880768
1,1,7,06-00-361,62,3.1,168,229,8.35,11.45,400801,549600,6,1,0,0,0,0,0,1,0,rec,0.645,-20.74128789,3.61042794,1.591506036,-0.997777778,-0.031253968,-0.057746032,0.012349206,0.000419079,0.005855706,0.005852951,0.011339566,-37.16255351,-49.97407858
1,1,7,06-00-361,101,5.05,255,355,12.7,17.75,609601,852000,6,1,0,0,0,0,0,1,0,rec,0.645,-12.95001658,3.261236389,6.812989354,-0.99377451,-0.039676471,-0.057813725,0.070039216,0.003992336,0.006085467,0.022371185,0.047630368,-35.23365688,-49.41474682
1,1,7,06-00-361,34,1.7,391,424,19.5,21.2,936001,1017600,6,1,0,0,0,0,0,1,0,rec,0.645,-14.41813044,2.23056824,7.843018453,-0.993428571,-0.048571429,-0.057714286,-0.027257143,0.0015007,0.004209832,0.007241918,0.081917585,-33.26807785,-48.5377765
1,1,7,06-00-361,16,0.8,526,541,26.25,27.05,1260001,1298400,6,2,0,0,0,1,0,1,0,rec,0.645,-41.38845495,4.722479859,0.196989377,-0.986529412,-0.051117647,-0.067588235,-0.14,0.000514496,0.000781213,0.00100367,0.00220794,-36.46191428,-46.82876856
1,1,7,06-00-361,25,1.25,592,616,29.55,30.8,1418401,1478400,6,1,0,0,0,0,0,1,0,rec,0.645,-27.81562642,0.552898705,1.90993091,-0.997,-0.042269231,-0.043653846,-0.0445,0,0.005452029,0.007309951,0.015672269,-34.09969638,-48.24712559
1,1,7,06-00-361,17,0.85,705,721,35.2,36.05,1689601,1730400,6,2,0,0,0,1,0,1,0,rec,0.645,-36.55400471,3.401889866,0.47575773,-0.990055556,-0.029388889,-0.073611111,-0.115555556,0.000416176,0.001460817,0.005781704,0.001542428,-37.69956541,-50.80357155
1,1,7,06-00-361,58,2.9,1005,1062,50.2,53.1,2409601,2548800,6,1,0,0,0,0,0,1,0,rec,0.645,-19.29410422,-0.001509826,8.911671084,-0.994237288,-0.038271186,-0.051491525,0.036610169,0.00436024,0.019247777,0.008542738,0.075582569,-36.88769946,-50.2514025
1,1,7,06-00-361,24,1.2,1089,1112,54.4,55.6,2611201,2668800,6,1,0,0,0,0,0,1,0,rec,0.645,-12.263972,2.245448173,0.657770159,-0.9916,-0.05728,-0.06796,0.09364,0.0005,0.001275408,0.000789515,0.00434818,-38.53663056,-50.28435419
1,1,7,06-00-361,46,2.3,1133,1178,56.6,58.9,2716801,2827200,6,2,0,0,0,1,0,1,0,rec,0.645,-13.60512235,3.376592476,0.432035262,-0.992276596,-0.054723404,-0.07087234,0.083106383,0.000497914,0.000852162,0.003047572,0.002118593,-32.66546712,-47.88151963
1,1,8,07-00-379,110,5.5,1,110,0,5.5,1,264000,4,2,0,0,0,1,0,1,0,rec,0.645,16.93200018,5.556478827,4.398480317,-0.991855856,-0.033459459,-0.098279279,-0.063738739,0.001798216,0.007988382,0.018296632,0.034612849,-34.22879155,-48.74011808
1,1,8,07-00-379,42,2.1,260,301,12.95,15.05,621601,722400,4,1,0,0,0,1,0,0,0,rec,0.645,9.976119832,4.039513509,5.265615695,-0.987116279,-0.042976744,-0.083395349,-0.120372093,0.002888477,0.008833077,0.021250366,0.042173126,-31.85262015,-49.75914292
1,1,8,07-00-379,24,1.2,348,371,17.35,18.55,832801,890400,4,2,0,0,0,1,0,1,0,rec,0.645,22.43313978,-1.194847447,0.666977463,-0.999,-0.02,-0.03576,-0.01828,2.27E-16,0.001658312,0.006826908,0.002354428,-37.70373406,-51.42557232
1,1,8,07-00-379,15,0.75,581,595,29,29.75,1392001,1428000,4,2,0,0,0,1,0,1,0,rec,0.645,29.91690026,4.660310257,0.558930545,-0.9969375,0.0105625,-0.0704375,0.03025,0.00057373,0.003326034,0.004146786,0.00598331,-43.47093978,-47.89151054
1,1,8,07-00-379,88,4.4,735,822,36.7,41.1,1761601,1972800,4,2,0,0,0,1,0,1,0,rec,0.645,18.4773755,2.744935675,8.292905799,-0.992921348,-0.020449438,-0.072269663,-0.053831461,0.002505561,0.005963928,0.01415881,0.073369742,-29.94414526,-47.98722783
1,1,8,07-00-379,52,2.6,868,919,43.35,45.95,2080801,2205600,4,1,0,0,0,1,0,0,0,rec,0.645,19.42087369,3.147511395,2.953053196,-0.994207547,-0.047433962,-0.082283019,-0.046264151,0.001320817,0.001834597,0.004571557,0.02076531,-32.47058558,-49.6293282
1,1,8,07-00-379,22,1.1,35,56,1.7,2.8,81601,134400,6,2,0,0,0,1,0,1,0,rec,0.645,-31.43252054,7.107831757,1.514112868,-0.992,-0.03126087,-0.095608696,-0.074869565,0.001167748,0.004433523,0.00970351,0.015286073,-37.93221119,-48.11097319
1,1,8,07-00-379,29,1.45,98,126,4.85,6.3,232801,302400,6,2,0,0,0,1,0,1,0,rec,0.645,-28.94429425,8.538053677,0.14770654,-0.992,-0.029133333,-0.1156,-0.047066667,6.78E-16,0.000345746,0.000723974,0.000449776,-33.50220946,-47.52034382
1,1,8,07-00-379,52,2.6,141,192,7,9.6,336001,460800,6,1,0,0,0,0,0,1,0,rec,0.645,-29.13316411,9.151110181,0.922569278,-0.992,-0.028320755,-0.116301887,-0.047584906,4.48E-16,0.000471233,0.000503255,0.000497454,-35.20037369,-48.76054525
1,1,8,07-00-379,17,0.85,218,234,10.85,11.7,520801,561600,6,1,0,0,0,0,0,1,0,rec,0.645,-28.25279047,10.35241577,0.265193567,-0.992,-0.028,-0.116444444,-0.047388889,4.57E-16,1.07E-17,0.00051131,0.000501631,-35.76753496,-48.89316161
1,1,8,07-00-379,36,1.8,357,392,17.8,19.6,854401,940800,6,2,0,0,0,1,0,1,0,rec,0.645,-23.35039532,1.206051479,0.510552106,-0.998621622,-0.021189189,-0.043702703,-0.019675676,0.000491672,0.00084452,0.004636,0.000668915,-39.99014229,-51.63705403
1,1,8,07-00-379,82,4.1,581,662,29,33.1,1392001,1588800,6,2,0,0,0,1,0,1,0,rec,0.645,-15.59109615,1.404867491,3.31725355,-0.996277108,-0.002457831,-0.058831325,0.05573494,0.001698732,0.010090204,0.01322859,0.021235086,-32.82269183,-48.22814893
1,1,8,07-00-379,21,1.05,681,701,34,35.05,1632001,1682400,6,1,0,0,0,0,0,1,0,rec,0.645,-11.17880818,2.654916493,0.130735142,-0.995,-0.012272727,-0.069636364,0.076318182,0,0.000455842,0.000492366,0.000476731,-33.75406868,-48.99404665
1,1,8,07-00-379,47,2.35,922,968,46.05,48.4,2210401,2323200,6,1,0,0,0,0,0,1,0,rec,0.645,-27.49162041,6.932316121,0.232434009,-0.993,-0.048229167,-0.087395833,-0.061208333,2.24E-16,0.000592132,0.000494204,0.000742576,-37.12633209,-49.83080719
1,1,9,08-00-383,42,2.1,75,116,3.7,5.8,177601,278400,4,1,0,0,0,1,0,0,0,rec,0.645,18.18478402,0.871946802,5.174465294,-0.994883721,-0.02944186,-0.061651163,-0.054674419,0.004645578,0.008203664,0.014869085,0.044064196,-32.06265859,-49.6001884
1,1,9,08-00-383,40,2,966,1005,48.25,50.25,2316001,2412000,4,1,0,0,0,1,0,0,0,rec,0.645,37.97541777,6.180194329,0.529751065,-0.989073171,-0.029609756,-0.114317073,0.088121951,0.00075466,0.001092658,0.005845678,0.000899864,-38.78910231,-52.22854609
1,1,9,08-00-383,131,6.55,1047,1177,52.3,58.85,2510401,2824800,4,2,0,0,0,1,0,1,0,rec,0.645,22.17687193,2.691196514,7.665746798,-0.992901515,-0.03719697,-0.077083333,-0.037643939,0.002340679,0.008319424,0.02388108,0.069300555,-31.96041793,-49.29334344
